,image,text
199,diagram_134.png,How many different kinds of particles are there in the diagram?
200,diagram_135.png,How many independent loops are there in the diagram?
201,diagram_135.png,How many external legs are there in the diagram?
202,diagram_135.png,How many internal edges are there in the diagram?
203,diagram_135.png,How many interaction vertices are there in the diagram?
204,diagram_135.png,How many different kinds of particles are there in the diagram?
205,diagram_136.png,How many independent loops are there in the diagram?
206,diagram_136.png,How many external legs are there in the diagram?
207,diagram_136.png,How many internal edges are there in the diagram?
208,diagram_136.png,How many interaction vertices are there in the diagram?
209,diagram_136.png,How many different kinds of particles are there in the diagram?
210,diagram_137.png,How many independent loops are there in the diagram?
211,diagram_137.png,How many external legs are there in the diagram?
212,diagram_137.png,How many internal edges are there in the diagram?
213,diagram_137.png,How many interaction vertices are there in the diagram?
214,diagram_137.png,How many different kinds of particles are there in the diagram?
215,diagram_138.png,How many independent loops are there in the diagram?
216,diagram_138.png,How many external legs are there in the diagram?
217,diagram_138.png,How many internal edges are there in the diagram?
218,diagram_138.png,How many interaction vertices are there in the diagram?
219,diagram_138.png,How many different kinds of particles are there in the diagram?
220,diagram_139.png,How many independent loops are there in the diagram?
221,diagram_139.png,How many external legs are there in the diagram?
222,diagram_139.png,How many internal edges are there in the diagram?
223,diagram_139.png,How many interaction vertices are there in the diagram?
224,diagram_139.png,How many different kinds of particles are there in the diagram?
225,diagram_14.png,How many independent loops are there in the diagram?
226,diagram_14.png,How many external legs are there in the diagram?
227,diagram_14.png,How many internal edges are there in the diagram?
228,diagram_14.png,How many interaction vertices are there in the diagram?
229,diagram_14.png,How many different kinds of particles are there in the diagram?
230,diagram_140.png,How many independent loops are there in the diagram?
231,diagram_140.png,How many external legs are there in the diagram?
232,diagram_140.png,How many internal edges are there in the diagram?
233,diagram_140.png,How many interaction vertices are there in the diagram?
234,diagram_140.png,How many different kinds of particles are there in the diagram?
235,diagram_141.png,How many independent loops are there in the diagram?
236,diagram_141.png,How many external legs are there in the diagram?
237,diagram_141.png,How many internal edges are there in the diagram?
238,diagram_141.png,How many interaction vertices are there in the diagram?
239,diagram_141.png,How many different kinds of particles are there in the diagram?
240,diagram_142.png,How many independent loops are there in the diagram?
241,diagram_142.png,How many external legs are there in the diagram?
242,diagram_142.png,How many internal edges are there in the diagram?
243,diagram_142.png,How many interaction vertices are there in the diagram?
244,diagram_142.png,How many different kinds of particles are there in the diagram?
245,diagram_143.png,How many independent loops are there in the diagram?
246,diagram_143.png,How many external legs are there in the diagram?
247,diagram_143.png,How many internal edges are there in the diagram?
248,diagram_143.png,How many interaction vertices are there in the diagram?
249,diagram_143.png,How many different kinds of particles are there in the diagram?
250,diagram_144.png,How many independent loops are there in the diagram?
251,diagram_144.png,How many external legs are there in the diagram?
252,diagram_144.png,How many internal edges are there in the diagram?
253,diagram_144.png,How many interaction vertices are there in the diagram?
254,diagram_144.png,How many different kinds of particles are there in the diagram?
255,diagram_145.png,How many independent loops are there in the diagram?
256,diagram_145.png,How many external legs are there in the diagram?
257,diagram_145.png,How many internal edges are there in the diagram?
258,diagram_145.png,How many interaction vertices are there in the diagram?
259,diagram_145.png,How many different kinds of particles are there in the diagram?
260,diagram_146.png,How many independent loops are there in the diagram?
261,diagram_146.png,How many external legs are there in the diagram?
262,diagram_146.png,How many internal edges are there in the diagram?
263,diagram_146.png,How many interaction vertices are there in the diagram?
264,diagram_146.png,How many different kinds of particles are there in the diagram?
265,diagram_147.png,How many independent loops are there in the diagram?
266,diagram_147.png,How many external legs are there in the diagram?
267,diagram_147.png,How many internal edges are there in the diagram?
268,diagram_147.png,How many interaction vertices are there in the diagram?
269,diagram_147.png,How many different kinds of particles are there in the diagram?
270,diagram_148.png,How many independent loops are there in the diagram?
271,diagram_148.png,How many external legs are there in the diagram?
272,diagram_148.png,How many internal edges are there in the diagram?
273,diagram_148.png,How many interaction vertices are there in the diagram?
274,diagram_148.png,How many different kinds of particles are there in the diagram?
275,diagram_149.png,How many independent loops are there in the diagram?
276,diagram_149.png,How many external legs are there in the diagram?
277,diagram_149.png,How many internal edges are there in the diagram?
278,diagram_149.png,How many interaction vertices are there in the diagram?
279,diagram_149.png,How many different kinds of particles are there in the diagram?
280,diagram_15.png,How many independent loops are there in the diagram?
281,diagram_15.png,How many external legs are there in the diagram?
282,diagram_15.png,How many internal edges are there in the diagram?
283,diagram_15.png,How many interaction vertices are there in the diagram?
284,diagram_15.png,How many different kinds of particles are there in the diagram?
285,diagram_150.png,How many independent loops are there in the diagram?
286,diagram_150.png,How many external legs are there in the diagram?
287,diagram_150.png,How many internal edges are there in the diagram?
288,diagram_150.png,How many interaction vertices are there in the diagram?
289,diagram_150.png,How many different kinds of particles are there in the diagram?
290,diagram_151.png,How many independent loops are there in the diagram?
291,diagram_151.png,How many external legs are there in the diagram?
292,diagram_151.png,How many internal edges are there in the diagram?
293,diagram_151.png,How many interaction vertices are there in the diagram?
294,diagram_151.png,How many different kinds of particles are there in the diagram?
295,diagram_152.png,How many independent loops are there in the diagram?
296,diagram_152.png,How many external legs are there in the diagram?
297,diagram_152.png,How many internal edges are there in the diagram?
298,diagram_152.png,How many interaction vertices are there in the diagram?
299,diagram_152.png,How many different kinds of particles are there in the diagram?
300,diagram_153.png,How many independent loops are there in the diagram?
301,diagram_153.png,How many external legs are there in the diagram?
302,diagram_153.png,How many internal edges are there in the diagram?
303,diagram_153.png,How many interaction vertices are there in the diagram?
304,diagram_153.png,How many different kinds of particles are there in the diagram?
305,diagram_154.png,How many independent loops are there in the diagram?
306,diagram_154.png,How many external legs are there in the diagram?
307,diagram_154.png,How many internal edges are there in the diagram?
308,diagram_154.png,How many interaction vertices are there in the diagram?
309,diagram_154.png,How many different kinds of particles are there in the diagram?
310,diagram_155.png,How many independent loops are there in the diagram?
311,diagram_155.png,How many external legs are there in the diagram?
312,diagram_155.png,How many internal edges are there in the diagram?
313,diagram_155.png,How many interaction vertices are there in the diagram?
314,diagram_155.png,How many different kinds of particles are there in the diagram?
315,diagram_156.png,How many independent loops are there in the diagram?
316,diagram_156.png,How many external legs are there in the diagram?
317,diagram_156.png,How many internal edges are there in the diagram?
318,diagram_156.png,How many interaction vertices are there in the diagram?
319,diagram_156.png,How many different kinds of particles are there in the diagram?
320,diagram_157.png,How many independent loops are there in the diagram?
321,diagram_157.png,How many external legs are there in the diagram?
322,diagram_157.png,How many internal edges are there in the diagram?
323,diagram_157.png,How many interaction vertices are there in the diagram?
324,diagram_157.png,How many different kinds of particles are there in the diagram?
325,diagram_158.png,How many independent loops are there in the diagram?
326,diagram_158.png,How many external legs are there in the diagram?
327,diagram_158.png,How many internal edges are there in the diagram?
328,diagram_158.png,How many interaction vertices are there in the diagram?
329,diagram_158.png,How many different kinds of particles are there in the diagram?
330,diagram_159.png,How many independent loops are there in the diagram?
331,diagram_159.png,How many external legs are there in the diagram?
332,diagram_159.png,How many internal edges are there in the diagram?
333,diagram_159.png,How many interaction vertices are there in the diagram?
334,diagram_159.png,How many different kinds of particles are there in the diagram?
335,diagram_16.png,How many independent loops are there in the diagram?
336,diagram_16.png,How many external legs are there in the diagram?
337,diagram_16.png,How many internal edges are there in the diagram?
338,diagram_16.png,How many interaction vertices are there in the diagram?
339,diagram_16.png,How many different kinds of particles are there in the diagram?
340,diagram_160.png,How many independent loops are there in the diagram?
341,diagram_160.png,How many external legs are there in the diagram?
342,diagram_160.png,How many internal edges are there in the diagram?
343,diagram_160.png,How many interaction vertices are there in the diagram?
344,diagram_160.png,How many different kinds of particles are there in the diagram?
345,diagram_161.png,How many independent loops are there in the diagram?
346,diagram_161.png,How many external legs are there in the diagram?
347,diagram_161.png,How many internal edges are there in the diagram?
348,diagram_161.png,How many interaction vertices are there in the diagram?
349,diagram_161.png,How many different kinds of particles are there in the diagram?
350,diagram_162.png,How many independent loops are there in the diagram?
351,diagram_162.png,How many external legs are there in the diagram?
352,diagram_162.png,How many internal edges are there in the diagram?
353,diagram_162.png,How many interaction vertices are there in the diagram?
354,diagram_162.png,How many different kinds of particles are there in the diagram?
355,diagram_163.png,How many independent loops are there in the diagram?
356,diagram_163.png,How many external legs are there in the diagram?
357,diagram_163.png,How many internal edges are there in the diagram?
358,diagram_163.png,How many interaction vertices are there in the diagram?
359,diagram_163.png,How many different kinds of particles are there in the diagram?
360,diagram_164.png,How many independent loops are there in the diagram?
361,diagram_164.png,How many external legs are there in the diagram?
362,diagram_164.png,How many internal edges are there in the diagram?
363,diagram_164.png,How many interaction vertices are there in the diagram?
364,diagram_164.png,How many different kinds of particles are there in the diagram?
365,diagram_165.png,How many independent loops are there in the diagram?
366,diagram_165.png,How many external legs are there in the diagram?
367,diagram_165.png,How many internal edges are there in the diagram?
368,diagram_165.png,How many interaction vertices are there in the diagram?
369,diagram_165.png,How many different kinds of particles are there in the diagram?
370,diagram_166.png,How many independent loops are there in the diagram?
371,diagram_166.png,How many external legs are there in the diagram?
372,diagram_166.png,How many internal edges are there in the diagram?
373,diagram_166.png,How many interaction vertices are there in the diagram?
374,diagram_166.png,How many different kinds of particles are there in the diagram?
375,diagram_167.png,How many independent loops are there in the diagram?
376,diagram_167.png,How many external legs are there in the diagram?
377,diagram_167.png,How many internal edges are there in the diagram?
378,diagram_167.png,How many interaction vertices are there in the diagram?
379,diagram_167.png,How many different kinds of particles are there in the diagram?
380,diagram_168.png,How many independent loops are there in the diagram?
381,diagram_168.png,How many external legs are there in the diagram?
382,diagram_168.png,How many internal edges are there in the diagram?
383,diagram_168.png,How many interaction vertices are there in the diagram?
384,diagram_168.png,How many different kinds of particles are there in the diagram?
385,diagram_169.png,How many independent loops are there in the diagram?
386,diagram_169.png,How many external legs are there in the diagram?
387,diagram_169.png,How many internal edges are there in the diagram?
388,diagram_169.png,How many interaction vertices are there in the diagram?
389,diagram_169.png,How many different kinds of particles are there in the diagram?
390,diagram_170.png,How many independent loops are there in the diagram?
391,diagram_170.png,How many external legs are there in the diagram?
392,diagram_170.png,How many internal edges are there in the diagram?
393,diagram_170.png,How many interaction vertices are there in the diagram?
394,diagram_170.png,How many different kinds of particles are there in the diagram?
395,diagram_171.png,How many independent loops are there in the diagram?
396,diagram_171.png,How many external legs are there in the diagram?
397,diagram_171.png,How many internal edges are there in the diagram?
398,diagram_171.png,How many interaction vertices are there in the diagram?
399,diagram_171.png,How many different kinds of particles are there in the diagram?
400,diagram_172.png,How many independent loops are there in the diagram?
401,diagram_172.png,How many external legs are there in the diagram?
402,diagram_172.png,How many internal edges are there in the diagram?
403,diagram_172.png,How many interaction vertices are there in the diagram?
404,diagram_172.png,How many different kinds of particles are there in the diagram?
405,diagram_173.png,How many independent loops are there in the diagram?
406,diagram_173.png,How many external legs are there in the diagram?
407,diagram_173.png,How many internal edges are there in the diagram?
408,diagram_173.png,How many interaction vertices are there in the diagram?
409,diagram_173.png,How many different kinds of particles are there in the diagram?
410,diagram_174.png,How many independent loops are there in the diagram?
411,diagram_174.png,How many external legs are there in the diagram?
412,diagram_174.png,How many internal edges are there in the diagram?
413,diagram_174.png,How many interaction vertices are there in the diagram?
414,diagram_174.png,How many different kinds of particles are there in the diagram?
415,diagram_175.png,How many independent loops are there in the diagram?
416,diagram_175.png,How many external legs are there in the diagram?
417,diagram_175.png,How many internal edges are there in the diagram?
418,diagram_175.png,How many interaction vertices are there in the diagram?
419,diagram_175.png,How many different kinds of particles are there in the diagram?
420,diagram_176.png,How many independent loops are there in the diagram?
421,diagram_176.png,How many external legs are there in the diagram?
422,diagram_176.png,How many internal edges are there in the diagram?
423,diagram_176.png,How many interaction vertices are there in the diagram?
424,diagram_176.png,How many different kinds of particles are there in the diagram?
425,diagram_177.png,How many independent loops are there in the diagram?
426,diagram_177.png,How many external legs are there in the diagram?
427,diagram_177.png,How many internal edges are there in the diagram?
428,diagram_177.png,How many interaction vertices are there in the diagram?
429,diagram_177.png,How many different kinds of particles are there in the diagram?
430,diagram_178.png,How many independent loops are there in the diagram?
431,diagram_178.png,How many external legs are there in the diagram?
432,diagram_178.png,How many internal edges are there in the diagram?
433,diagram_178.png,How many interaction vertices are there in the diagram?
434,diagram_178.png,How many different kinds of particles are there in the diagram?
435,diagram_179.png,How many independent loops are there in the diagram?
436,diagram_179.png,How many external legs are there in the diagram?
437,diagram_179.png,How many internal edges are there in the diagram?
438,diagram_179.png,How many interaction vertices are there in the diagram?
439,diagram_179.png,How many different kinds of particles are there in the diagram?
440,diagram_18.png,How many independent loops are there in the diagram?
441,diagram_18.png,How many external legs are there in the diagram?
442,diagram_18.png,How many internal edges are there in the diagram?
443,diagram_18.png,How many interaction vertices are there in the diagram?
444,diagram_18.png,How many different kinds of particles are there in the diagram?
445,diagram_180.png,How many independent loops are there in the diagram?
446,diagram_180.png,How many external legs are there in the diagram?
447,diagram_180.png,How many internal edges are there in the diagram?
448,diagram_180.png,How many interaction vertices are there in the diagram?
449,diagram_180.png,How many different kinds of particles are there in the diagram?
450,diagram_181.png,How many independent loops are there in the diagram?
451,diagram_181.png,How many external legs are there in the diagram?
452,diagram_181.png,How many internal edges are there in the diagram?
453,diagram_181.png,How many interaction vertices are there in the diagram?
454,diagram_181.png,How many different kinds of particles are there in the diagram?
455,diagram_182.png,How many independent loops are there in the diagram?
456,diagram_182.png,How many external legs are there in the diagram?
457,diagram_182.png,How many internal edges are there in the diagram?
458,diagram_182.png,How many interaction vertices are there in the diagram?
459,diagram_182.png,How many different kinds of particles are there in the diagram?
460,diagram_183.png,How many independent loops are there in the diagram?
461,diagram_183.png,How many external legs are there in the diagram?
462,diagram_183.png,How many internal edges are there in the diagram?
463,diagram_183.png,How many interaction vertices are there in the diagram?
464,diagram_183.png,How many different kinds of particles are there in the diagram?
465,diagram_184.png,How many independent loops are there in the diagram?
466,diagram_184.png,How many external legs are there in the diagram?
467,diagram_184.png,How many internal edges are there in the diagram?
468,diagram_184.png,How many interaction vertices are there in the diagram?
469,diagram_184.png,How many different kinds of particles are there in the diagram?
470,diagram_185.png,How many independent loops are there in the diagram?
471,diagram_185.png,How many external legs are there in the diagram?
472,diagram_185.png,How many internal edges are there in the diagram?
473,diagram_185.png,How many interaction vertices are there in the diagram?
474,diagram_185.png,How many different kinds of particles are there in the diagram?
475,diagram_186.png,How many independent loops are there in the diagram?
476,diagram_186.png,How many external legs are there in the diagram?
477,diagram_186.png,How many internal edges are there in the diagram?
478,diagram_186.png,How many interaction vertices are there in the diagram?
479,diagram_186.png,How many different kinds of particles are there in the diagram?
480,diagram_187.png,How many independent loops are there in the diagram?
481,diagram_187.png,How many external legs are there in the diagram?
482,diagram_187.png,How many internal edges are there in the diagram?
483,diagram_187.png,How many interaction vertices are there in the diagram?
484,diagram_187.png,How many different kinds of particles are there in the diagram?
485,diagram_188.png,How many independent loops are there in the diagram?
486,diagram_188.png,How many external legs are there in the diagram?
487,diagram_188.png,How many internal edges are there in the diagram?
488,diagram_188.png,How many interaction vertices are there in the diagram?
489,diagram_188.png,How many different kinds of particles are there in the diagram?
490,diagram_189.png,How many independent loops are there in the diagram?
491,diagram_189.png,How many external legs are there in the diagram?
492,diagram_189.png,How many internal edges are there in the diagram?
493,diagram_189.png,How many interaction vertices are there in the diagram?
494,diagram_189.png,How many different kinds of particles are there in the diagram?
495,diagram_19.png,How many independent loops are there in the diagram?
496,diagram_19.png,How many external legs are there in the diagram?
497,diagram_19.png,How many internal edges are there in the diagram?
498,diagram_19.png,How many interaction vertices are there in the diagram?
499,diagram_19.png,How many different kinds of particles are there in the diagram?
500,diagram_190.png,How many independent loops are there in the diagram?
501,diagram_190.png,How many external legs are there in the diagram?
502,diagram_190.png,How many internal edges are there in the diagram?
503,diagram_190.png,How many interaction vertices are there in the diagram?
504,diagram_190.png,How many different kinds of particles are there in the diagram?
505,diagram_191.png,How many independent loops are there in the diagram?
506,diagram_191.png,How many external legs are there in the diagram?
507,diagram_191.png,How many internal edges are there in the diagram?
508,diagram_191.png,How many interaction vertices are there in the diagram?
509,diagram_191.png,How many different kinds of particles are there in the diagram?
510,diagram_192.png,How many independent loops are there in the diagram?
511,diagram_192.png,How many external legs are there in the diagram?
512,diagram_192.png,How many internal edges are there in the diagram?
513,diagram_192.png,How many interaction vertices are there in the diagram?
514,diagram_192.png,How many different kinds of particles are there in the diagram?
515,diagram_193.png,How many independent loops are there in the diagram?
516,diagram_193.png,How many external legs are there in the diagram?
517,diagram_193.png,How many internal edges are there in the diagram?
518,diagram_193.png,How many interaction vertices are there in the diagram?
519,diagram_193.png,How many different kinds of particles are there in the diagram?
520,diagram_194.png,How many independent loops are there in the diagram?
521,diagram_194.png,How many external legs are there in the diagram?
522,diagram_194.png,How many internal edges are there in the diagram?
523,diagram_194.png,How many interaction vertices are there in the diagram?
524,diagram_194.png,How many different kinds of particles are there in the diagram?
525,diagram_195.png,How many independent loops are there in the diagram?
526,diagram_195.png,How many external legs are there in the diagram?
527,diagram_195.png,How many internal edges are there in the diagram?
528,diagram_195.png,How many interaction vertices are there in the diagram?
529,diagram_195.png,How many different kinds of particles are there in the diagram?
530,diagram_196.png,How many independent loops are there in the diagram?
531,diagram_196.png,How many external legs are there in the diagram?
532,diagram_196.png,How many internal edges are there in the diagram?
533,diagram_196.png,How many interaction vertices are there in the diagram?
534,diagram_196.png,How many different kinds of particles are there in the diagram?
535,diagram_197.png,How many independent loops are there in the diagram?
536,diagram_197.png,How many external legs are there in the diagram?
537,diagram_197.png,How many internal edges are there in the diagram?
538,diagram_197.png,How many interaction vertices are there in the diagram?
539,diagram_197.png,How many different kinds of particles are there in the diagram?
540,diagram_198.png,How many independent loops are there in the diagram?
541,diagram_198.png,How many external legs are there in the diagram?
