,image,text,output,output_parsed,labels,acc
28,diagram_103.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines connecting them.",3.0,2.0,False
29,diagram_103.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
30,diagram_104.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,0.0,False
31,diagram_104.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,5.0,False
32,diagram_104.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,1.0,False
33,diagram_104.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices.",3.0,2.0,False
34,diagram_104.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
35,diagram_105.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
36,diagram_105.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,5.0,False
37,diagram_105.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,7.0,False
38,diagram_105.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four lines connecting them.",4.0,6.0,False
39,diagram_105.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
40,diagram_106.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
41,diagram_106.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs.",3.0,4.0,False
42,diagram_106.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges.",12.0,6.0,False
43,diagram_106.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four interaction points.",4.0,5.0,False
44,diagram_106.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
45,diagram_107.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
46,diagram_107.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
47,diagram_107.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,3.0,True
48,diagram_107.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices.",3.0,3.0,True
49,diagram_107.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,2.0,False
50,diagram_108.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
51,diagram_108.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,2.0,True
52,diagram_108.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,4.0,True
53,diagram_108.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 8 vertices and 8 lines connecting them.",8.0,3.0,False
54,diagram_108.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
55,diagram_109.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
56,diagram_109.png,How many external legs are there in the diagram?,There are 12 external legs in the diagram.,12.0,6.0,False
57,diagram_109.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,9.0,False
58,diagram_109.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.,12.0,8.0,False
59,diagram_109.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
60,diagram_11.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
61,diagram_11.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,3.0,True
62,diagram_11.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,4.0,False
63,diagram_11.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,3.0,True
64,diagram_11.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
65,diagram_110.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,0.0,False
66,diagram_110.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,6.0,False
67,diagram_110.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,1.0,False
68,diagram_110.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.,4.0,2.0,False
69,diagram_110.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
70,diagram_111.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
71,diagram_111.png,How many external legs are there in the diagram?,There are no external legs in the diagram. The diagram is a mathematical equation with various symbols and arrows.,0.0,2.0,False
72,diagram_111.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,5.0,False
73,diagram_111.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
74,diagram_111.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: electrons and protons.,2.0,4.0,False
75,diagram_112.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,0.0,False
76,diagram_112.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,6.0,False
77,diagram_112.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,2.0,True
78,diagram_112.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,3.0,True
79,diagram_112.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: black and white.,2.0,2.0,True
80,diagram_113.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
81,diagram_113.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,4.0,True
82,diagram_113.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,4.0,True
83,diagram_113.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.,12.0,4.0,False
84,diagram_113.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,2.0,True
85,diagram_114.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,0.0,False
86,diagram_114.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,6.0,False
87,diagram_114.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,2.0,True
88,diagram_114.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,3.0,True
89,diagram_114.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: black and white.,2.0,2.0,True
90,diagram_115.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
91,diagram_115.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
92,diagram_115.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,3.0,True
93,diagram_115.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.,4.0,3.0,False
94,diagram_115.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
95,diagram_116.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
96,diagram_116.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
97,diagram_116.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,3.0,True
98,diagram_116.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices.",3.0,3.0,True
99,diagram_116.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,4.0,False
100,diagram_117.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
101,diagram_117.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,5.0,False
102,diagram_117.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,4.0,False
103,diagram_117.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.,12.0,4.0,False
104,diagram_117.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,2.0,True
105,diagram_118.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
106,diagram_118.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,6.0,False
107,diagram_118.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,6.0,False
108,diagram_118.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines.",3.0,5.0,False
109,diagram_118.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
110,diagram_119.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,0.0,False
111,diagram_119.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs.",4.0,6.0,False
112,diagram_119.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,2.0,False
113,diagram_119.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four interaction points.",4.0,3.0,False
114,diagram_119.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
115,diagram_12.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
116,diagram_12.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
117,diagram_12.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,4.0,False
118,diagram_12.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices.",3.0,4.0,False
119,diagram_12.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and protons.",2.0,3.0,False
120,diagram_120.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
121,diagram_120.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,6.0,False
122,diagram_120.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,5.0,False
123,diagram_120.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,5.0,False
124,diagram_120.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,3.0,True
125,diagram_121.png,How many independent loops are there in the diagram?,There are four independent loops in the diagram.,4.0,0.0,False
126,diagram_121.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs.",4.0,6.0,False
127,diagram_121.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,2.0,False
128,diagram_121.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four interaction points.",4.0,3.0,False
129,diagram_121.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
130,diagram_122.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,0.0,False
131,diagram_122.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,6.0,False
132,diagram_122.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,2.0,True
133,diagram_122.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,3.0,True
134,diagram_122.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: black and white.,2.0,2.0,True
135,diagram_123.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
136,diagram_123.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,3.0,True
137,diagram_123.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,5.0,False
138,diagram_123.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices and three interaction lines.",3.0,4.0,False
139,diagram_123.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
140,diagram_124.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
141,diagram_124.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,4.0,True
142,diagram_124.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,4.0,True
143,diagram_124.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.,12.0,4.0,False
144,diagram_124.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,3.0,False
145,diagram_125.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
146,diagram_125.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
147,diagram_125.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,3.0,True
148,diagram_125.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,3.0,True
149,diagram_125.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: hydrogen (H2) and zinc (Zn).,2.0,3.0,False
150,diagram_126.png,How many independent loops are there in the diagram?,There are four independent loops in the diagram.,4.0,0.0,False
151,diagram_126.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs.",4.0,6.0,False
152,diagram_126.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,2.0,False
153,diagram_126.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 18 edges.",12.0,3.0,False
154,diagram_126.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
155,diagram_127.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
156,diagram_127.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,6.0,False
157,diagram_127.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,5.0,False
158,diagram_127.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four interaction vertices.",4.0,5.0,False
159,diagram_127.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
160,diagram_128.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
161,diagram_128.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,2.0,False
162,diagram_128.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges.",3.0,4.0,False
163,diagram_128.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines connecting them.",3.0,3.0,True
164,diagram_128.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
165,diagram_129.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
166,diagram_129.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,2.0,True
167,diagram_129.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,1.0,False
168,diagram_129.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,1.0,False
169,diagram_129.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,2.0,True
170,diagram_13.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,0.0,False
171,diagram_13.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
172,diagram_13.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,0.0,False
173,diagram_13.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,1.0,False
174,diagram_13.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
175,diagram_130.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
176,diagram_130.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,2.0,True
177,diagram_130.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,1.0,False
178,diagram_130.png,How many interaction vertices are there in the diagram?,There are two interaction vertices in the diagram.,2.0,1.0,False
179,diagram_130.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,2.0,True
180,diagram_131.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
181,diagram_131.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
182,diagram_131.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,4.0,False
183,diagram_131.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.,12.0,4.0,False
184,diagram_131.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,4.0,False
185,diagram_132.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,3.0,True
186,diagram_132.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,2.0,False
187,diagram_132.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,7.0,False
188,diagram_132.png,How many interaction vertices are there in the diagram?,"The diagram shows a total of 12 vertices, which are the points where the lines intersect.",12.0,5.0,False
189,diagram_132.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
190,diagram_133.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
191,diagram_133.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,5.0,False
192,diagram_133.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,4.0,False
193,diagram_133.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.,12.0,4.0,False
194,diagram_133.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,2.0,True
195,diagram_134.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,0.0,False
196,diagram_134.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs.",4.0,6.0,False
197,diagram_134.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges.",12.0,2.0,False
198,diagram_134.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction points.",3.0,3.0,True
199,diagram_134.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
200,diagram_135.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
201,diagram_135.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,3.0,True
202,diagram_135.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,3.0,True
203,diagram_135.png,How many interaction vertices are there in the diagram?,The diagram shows a total of 12 interaction vertices.,12.0,3.0,False
204,diagram_135.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,3.0,False
205,diagram_136.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
206,diagram_136.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs.",4.0,6.0,False
207,diagram_136.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,5.0,False
208,diagram_136.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.,4.0,5.0,False
209,diagram_136.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
210,diagram_137.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,3.0,True
211,diagram_137.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs.",3.0,4.0,False
212,diagram_137.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,9.0,False
213,diagram_137.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, including the two circles.",12.0,7.0,False
214,diagram_137.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
215,diagram_138.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
216,diagram_138.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs.",4.0,5.0,False
217,diagram_138.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges.",12.0,6.0,False
218,diagram_138.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction points.",3.0,5.0,False
219,diagram_138.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
220,diagram_139.png,How many independent loops are there in the diagram?,There are four independent loops in the diagram.,4.0,1.0,False
221,diagram_139.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,6.0,False
222,diagram_139.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,5.0,False
223,diagram_139.png,How many interaction vertices are there in the diagram?,"In the diagram, there are five interaction vertices.",5.0,5.0,True
224,diagram_139.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
225,diagram_14.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
226,diagram_14.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,6.0,False
227,diagram_14.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,6.0,False
228,diagram_14.png,How many interaction vertices are there in the diagram?,The diagram shows a network of 10 vertices and 15 edges.,10.0,6.0,False
229,diagram_14.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and protons.",2.0,4.0,False
230,diagram_140.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
231,diagram_140.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,5.0,False
232,diagram_140.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,7.0,False
233,diagram_140.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four interaction lines connecting them.",4.0,6.0,False
234,diagram_140.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
235,diagram_141.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,0.0,False
236,diagram_141.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs.",4.0,6.0,False
237,diagram_141.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,2.0,False
238,diagram_141.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, which are the points where the lines intersect.",12.0,3.0,False
239,diagram_141.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
240,diagram_142.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,3.0,True
241,diagram_142.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,2.0,False
242,diagram_142.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,6.0,False
243,diagram_142.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines.",3.0,4.0,False
244,diagram_142.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
245,diagram_143.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
246,diagram_143.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs.",3.0,4.0,False
247,diagram_143.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,3.0,False
248,diagram_143.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four lines connecting them.",4.0,3.0,False
249,diagram_143.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
250,diagram_144.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,3.0,True
251,diagram_144.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,2.0,False
252,diagram_144.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,7.0,False
253,diagram_144.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four lines connecting them.",4.0,5.0,False
254,diagram_144.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
255,diagram_145.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
256,diagram_145.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,5.0,False
257,diagram_145.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges and one external edge.",3.0,4.0,False
258,diagram_145.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four interaction points.",4.0,4.0,True
259,diagram_145.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
260,diagram_146.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
261,diagram_146.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,6.0,False
262,diagram_146.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,5.0,False
263,diagram_146.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.,12.0,5.0,False
264,diagram_146.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
265,diagram_147.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
266,diagram_147.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
267,diagram_147.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,4.0,False
