,image,text,output,output_parsed,labels,acc
26,diagram_103.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
27,diagram_103.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,3.0,False
28,diagram_103.png,How many interaction vertices are there in the diagram?,There are two interaction vertices in the diagram.,2.0,3.0,False
29,diagram_103.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,4.0,False
30,diagram_104.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
31,diagram_104.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
32,diagram_104.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,4.0,False
33,diagram_104.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
34,diagram_104.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,4.0,False
35,diagram_105.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,3.0,False
36,diagram_105.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,2.0,True
37,diagram_105.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,6.0,False
38,diagram_105.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
39,diagram_105.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
40,diagram_106.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,3.0,True
41,diagram_106.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,2.0,False
42,diagram_106.png,How many internal edges are there in the diagram?,There are 10 internal edges in the diagram.,10.0,8.0,False
43,diagram_106.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,6.0,False
44,diagram_106.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
45,diagram_107.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
46,diagram_107.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
47,diagram_107.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,3.0,False
48,diagram_107.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,3.0,True
49,diagram_107.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
50,diagram_108.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
51,diagram_108.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,4.0,True
52,diagram_108.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,4.0,False
53,diagram_108.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.,4.0,4.0,True
54,diagram_108.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
55,diagram_109.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,3.0,False
56,diagram_109.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,2.0,True
57,diagram_109.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,6.0,False
58,diagram_109.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
59,diagram_109.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
60,diagram_11.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,0.0,False
61,diagram_11.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
62,diagram_11.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,1.0,False
63,diagram_11.png,How many interaction vertices are there in the diagram?,There are two interaction vertices in the diagram.,2.0,2.0,True
64,diagram_11.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
65,diagram_110.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
66,diagram_110.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,5.0,False
67,diagram_110.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,5.0,False
68,diagram_110.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,5.0,False
69,diagram_110.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,3.0,True
70,diagram_111.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
71,diagram_111.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
72,diagram_111.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,3.0,False
73,diagram_111.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,3.0,True
74,diagram_111.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: a z and a h.,2.0,3.0,False
75,diagram_112.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,3.0,False
76,diagram_112.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,2.0,True
77,diagram_112.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,8.0,False
78,diagram_112.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,6.0,False
79,diagram_112.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
80,diagram_113.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
81,diagram_113.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
82,diagram_113.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,4.0,False
83,diagram_113.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
84,diagram_113.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,2.0,True
85,diagram_114.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
86,diagram_114.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
87,diagram_114.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,2.0,True
88,diagram_114.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,2.0,False
89,diagram_114.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: z and h.,2.0,2.0,True
90,diagram_115.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
91,diagram_115.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,5.0,False
92,diagram_115.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,4.0,False
93,diagram_115.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
94,diagram_115.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
95,diagram_116.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
96,diagram_116.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,5.0,False
97,diagram_116.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,5.0,False
98,diagram_116.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,5.0,False
99,diagram_116.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
100,diagram_117.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,3.0,True
101,diagram_117.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
102,diagram_117.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,9.0,False
103,diagram_117.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,7.0,False
104,diagram_117.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
105,diagram_118.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
106,diagram_118.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
107,diagram_118.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,4.0,False
108,diagram_118.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
109,diagram_118.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,4.0,False
110,diagram_119.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
111,diagram_119.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
112,diagram_119.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,4.0,False
113,diagram_119.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.,4.0,4.0,True
114,diagram_119.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,3.0,False
115,diagram_12.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
116,diagram_12.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,5.0,False
117,diagram_12.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,4.0,False
118,diagram_12.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
119,diagram_12.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
120,diagram_120.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,2.0,True
121,diagram_120.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,2.0,True
122,diagram_120.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,4.0,False
123,diagram_120.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,3.0,True
124,diagram_120.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,2.0,True
125,diagram_121.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,3.0,True
126,diagram_121.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
127,diagram_121.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,9.0,False
128,diagram_121.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,7.0,False
129,diagram_121.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
130,diagram_122.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,3.0,True
131,diagram_122.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
132,diagram_122.png,How many internal edges are there in the diagram?,There are six internal edges in the diagram.,6.0,8.0,False
133,diagram_122.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,6.0,False
134,diagram_122.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
135,diagram_123.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
136,diagram_123.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
137,diagram_123.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,5.0,False
138,diagram_123.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,5.0,False
139,diagram_123.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: electrons and protons.,2.0,3.0,False
140,diagram_124.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,0.0,False
141,diagram_124.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
142,diagram_124.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,1.0,False
143,diagram_124.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,2.0,False
144,diagram_124.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
145,diagram_125.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
146,diagram_125.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
147,diagram_125.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,3.0,True
148,diagram_125.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,3.0,True
149,diagram_125.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,2.0,False
150,diagram_126.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
151,diagram_126.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
152,diagram_126.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,5.0,False
153,diagram_126.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.,12.0,5.0,False
154,diagram_126.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: electrons and photons.,2.0,3.0,False
155,diagram_127.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,3.0,True
156,diagram_127.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,2.0,False
157,diagram_127.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,7.0,False
158,diagram_127.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,5.0,False
159,diagram_127.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
160,diagram_128.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
161,diagram_128.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,5.0,False
162,diagram_128.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.,4.0,5.0,False
163,diagram_128.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,5.0,False
164,diagram_128.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
165,diagram_129.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
166,diagram_129.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
167,diagram_129.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,4.0,False
168,diagram_129.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
169,diagram_129.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,4.0,False
170,diagram_13.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
171,diagram_13.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
172,diagram_13.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,4.0,False
173,diagram_13.png,How many interaction vertices are there in the diagram?,There are two interaction vertices in the diagram.,2.0,4.0,False
174,diagram_13.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: electrons and photons.,2.0,3.0,False
175,diagram_130.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,3.0,False
176,diagram_130.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
177,diagram_130.png,How many internal edges are there in the diagram?,There are 10 internal edges in the diagram.,10.0,9.0,False
178,diagram_130.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.,4.0,7.0,False
179,diagram_130.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
180,diagram_131.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,0.0,False
181,diagram_131.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
182,diagram_131.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,2.0,True
183,diagram_131.png,How many interaction vertices are there in the diagram?,There are two interaction vertices in the diagram.,2.0,3.0,False
184,diagram_131.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,3.0,False
185,diagram_132.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
186,diagram_132.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
187,diagram_132.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,4.0,False
188,diagram_132.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
189,diagram_132.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: black and white.,2.0,4.0,False
190,diagram_133.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
191,diagram_133.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
192,diagram_133.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,3.0,False
193,diagram_133.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,3.0,True
194,diagram_133.png,How many different kinds of particles are there in the diagram?,"There are three different kinds of particles in the diagram: Z, G, and H.",3.0,3.0,True
195,diagram_134.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
196,diagram_134.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
197,diagram_134.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,4.0,False
198,diagram_134.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
199,diagram_134.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
200,diagram_135.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,2.0,False
201,diagram_135.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,5.0,False
202,diagram_135.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,6.0,False
203,diagram_135.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,5.0,False
204,diagram_135.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
205,diagram_136.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
206,diagram_136.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
207,diagram_136.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,4.0,False
208,diagram_136.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
209,diagram_136.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,2.0,True
210,diagram_137.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,2.0,True
211,diagram_137.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
212,diagram_137.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,5.0,False
213,diagram_137.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
214,diagram_137.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
215,diagram_138.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
216,diagram_138.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
217,diagram_138.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,5.0,False
218,diagram_138.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.,12.0,5.0,False
219,diagram_138.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: electrons and protons.,2.0,4.0,False
220,diagram_139.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,0.0,False
221,diagram_139.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
222,diagram_139.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,1.0,False
223,diagram_139.png,How many interaction vertices are there in the diagram?,There are two interaction vertices in the diagram.,2.0,2.0,True
224,diagram_139.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,1.0,False
225,diagram_14.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
226,diagram_14.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
227,diagram_14.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.,12.0,4.0,False
228,diagram_14.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
229,diagram_14.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
230,diagram_140.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
231,diagram_140.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
232,diagram_140.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,3.0,True
233,diagram_140.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,3.0,True
234,diagram_140.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
235,diagram_141.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,2.0,True
236,diagram_141.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,5.0,False
237,diagram_141.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,6.0,False
238,diagram_141.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,5.0,False
239,diagram_141.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
240,diagram_142.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
241,diagram_142.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
242,diagram_142.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,4.0,False
243,diagram_142.png,How many interaction vertices are there in the diagram?,There are two interaction vertices in the diagram.,2.0,4.0,False
244,diagram_142.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,4.0,False
245,diagram_143.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,3.0,False
246,diagram_143.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
247,diagram_143.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,9.0,False
248,diagram_143.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,7.0,False
249,diagram_143.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.,3.0,1.0,False
250,diagram_144.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
251,diagram_144.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
252,diagram_144.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,5.0,False
253,diagram_144.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,5.0,False
254,diagram_144.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,4.0,False
255,diagram_145.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
256,diagram_145.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,4.0,False
257,diagram_145.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,4.0,False
258,diagram_145.png,How many interaction vertices are there in the diagram?,There are two interaction vertices in the diagram.,2.0,4.0,False
259,diagram_145.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,3.0,False
260,diagram_146.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
261,diagram_146.png,How many external legs are there in the diagram?,There are four external legs in the diagram.,4.0,5.0,False
262,diagram_146.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,5.0,False
263,diagram_146.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.,4.0,5.0,False
264,diagram_146.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,4.0,False
265,diagram_147.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.,2.0,1.0,False
266,diagram_147.png,How many external legs are there in the diagram?,There are two external legs in the diagram.,2.0,5.0,False
267,diagram_147.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.,2.0,5.0,False
268,diagram_147.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,5.0,False
269,diagram_147.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.,2.0,3.0,False
270,diagram_148.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.,3.0,1.0,False
271,diagram_148.png,How many external legs are there in the diagram?,There are three external legs in the diagram.,3.0,4.0,False
272,diagram_148.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.,3.0,4.0,False
273,diagram_148.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.,3.0,4.0,False
