,image,text
56,AdSRindlerTensorNetwork.jpg,Does this image show something other than a Feynman diagram(s)?
57,strange_content_comparison.jpg,What is the content of this image?
58,strange_content_comparison.jpg,Does this image show a Feynman diagram(s)?
59,strange_content_comparison.jpg,Does this image show something other than a Feynman diagram(s)?
60,TensorNetworkStateFromMetricLieAlgebra.jpg,What is the content of this image?
61,TensorNetworkStateFromMetricLieAlgebra.jpg,Does this image show a Feynman diagram(s)?
62,TensorNetworkStateFromMetricLieAlgebra.jpg,Does this image show something other than a Feynman diagram(s)?
63,M_tauc_14.jpg,What is the content of this image?
64,M_tauc_14.jpg,Does this image show a Feynman diagram(s)?
65,M_tauc_14.jpg,Does this image show something other than a Feynman diagram(s)?
66,Zamolod_STR.jpg,What is the content of this image?
67,Zamolod_STR.jpg,Does this image show a Feynman diagram(s)?
68,Zamolod_STR.jpg,Does this image show something other than a Feynman diagram(s)?
69,DeltasPwaveCO.jpg,What is the content of this image?
70,DeltasPwaveCO.jpg,Does this image show a Feynman diagram(s)?
71,DeltasPwaveCO.jpg,Does this image show something other than a Feynman diagram(s)?
72,relativity_penrose_diagram-001.png,What is the content of this image?
73,relativity_penrose_diagram-001.png,Does this image show a Feynman diagram(s)?
74,relativity_penrose_diagram-001.png,Does this image show something other than a Feynman diagram(s)?
75,threedisks.jpg,What is the content of this image?
76,threedisks.jpg,Does this image show a Feynman diagram(s)?
77,threedisks.jpg,Does this image show something other than a Feynman diagram(s)?
78,Sphere.jpg,What is the content of this image?
79,Sphere.jpg,Does this image show a Feynman diagram(s)?
80,Sphere.jpg,Does this image show something other than a Feynman diagram(s)?
81,JablonskiSimple.png,What is the content of this image?
82,JablonskiSimple.png,Does this image show a Feynman diagram(s)?
83,JablonskiSimple.png,Does this image show something other than a Feynman diagram(s)?
84,Penrose_ricci_identity.svg.png,What is the content of this image?
85,Penrose_ricci_identity.svg.png,Does this image show a Feynman diagram(s)?
86,Penrose_ricci_identity.svg.png,Does this image show something other than a Feynman diagram(s)?
87,Third_order_pole_network.jpg,What is the content of this image?
88,Third_order_pole_network.jpg,Does this image show a Feynman diagram(s)?
89,Third_order_pole_network.jpg,Does this image show something other than a Feynman diagram(s)?
90,defo.jpg,What is the content of this image?
91,defo.jpg,Does this image show a Feynman diagram(s)?
92,defo.jpg,Does this image show something other than a Feynman diagram(s)?
93,relativity_penrose_diagram-008.png,What is the content of this image?
94,relativity_penrose_diagram-008.png,Does this image show a Feynman diagram(s)?
95,relativity_penrose_diagram-008.png,Does this image show something other than a Feynman diagram(s)?
96,DeltaBend.jpg,What is the content of this image?
97,DeltaBend.jpg,Does this image show a Feynman diagram(s)?
98,DeltaBend.jpg,Does this image show something other than a Feynman diagram(s)?
99,Polygon_of_forces.png,What is the content of this image?
100,Polygon_of_forces.png,Does this image show a Feynman diagram(s)?
101,Polygon_of_forces.png,Does this image show something other than a Feynman diagram(s)?
102,penrose_schw.gif,What is the content of this image?
103,penrose_schw.gif,Does this image show a Feynman diagram(s)?
104,penrose_schw.gif,Does this image show something other than a Feynman diagram(s)?
105,14235.jpg,What is the content of this image?
106,14235.jpg,Does this image show a Feynman diagram(s)?
107,14235.jpg,Does this image show something other than a Feynman diagram(s)?
108,WF2-mu.jpg,What is the content of this image?
109,WF2-mu.jpg,Does this image show a Feynman diagram(s)?
110,WF2-mu.jpg,Does this image show something other than a Feynman diagram(s)?
111,Tadpole_Y.jpg,What is the content of this image?
112,Tadpole_Y.jpg,Does this image show a Feynman diagram(s)?
113,Tadpole_Y.jpg,Does this image show something other than a Feynman diagram(s)?
114,WedgeQuartic1.jpg,What is the content of this image?
115,WedgeQuartic1.jpg,Does this image show a Feynman diagram(s)?
116,WedgeQuartic1.jpg,Does this image show something other than a Feynman diagram(s)?
117,sPHENIX.jpg,What is the content of this image?
118,sPHENIX.jpg,Does this image show a Feynman diagram(s)?
119,sPHENIX.jpg,Does this image show something other than a Feynman diagram(s)?
120,Gibbs_triangle-ternary_plot.jpg,What is the content of this image?
121,Gibbs_triangle-ternary_plot.jpg,Does this image show a Feynman diagram(s)?
122,Gibbs_triangle-ternary_plot.jpg,Does this image show something other than a Feynman diagram(s)?
123,MassProof.jpg,What is the content of this image?
124,MassProof.jpg,Does this image show a Feynman diagram(s)?
125,MassProof.jpg,Does this image show something other than a Feynman diagram(s)?
126,800px-Free_body_diagram2.svg.png,What is the content of this image?
127,800px-Free_body_diagram2.svg.png,Does this image show a Feynman diagram(s)?
128,800px-Free_body_diagram2.svg.png,Does this image show something other than a Feynman diagram(s)?
129,Rank4HyperbolicDynkins124-176bw.svg.png,What is the content of this image?
130,Rank4HyperbolicDynkins124-176bw.svg.png,Does this image show a Feynman diagram(s)?
131,Rank4HyperbolicDynkins124-176bw.svg.png,Does this image show something other than a Feynman diagram(s)?
132,skeleton_graph.jpg,What is the content of this image?
133,skeleton_graph.jpg,Does this image show a Feynman diagram(s)?
134,skeleton_graph.jpg,Does this image show something other than a Feynman diagram(s)?
135,PVT_3D_diagram-en.svg.png,What is the content of this image?
136,PVT_3D_diagram-en.svg.png,Does this image show a Feynman diagram(s)?
137,PVT_3D_diagram-en.svg.png,Does this image show something other than a Feynman diagram(s)?
138,Tensor_network_contraction_example.png,What is the content of this image?
139,Tensor_network_contraction_example.png,Does this image show a Feynman diagram(s)?
140,Tensor_network_contraction_example.png,Does this image show something other than a Feynman diagram(s)?
141,PnJunction-LED-E.svg.png,What is the content of this image?
142,PnJunction-LED-E.svg.png,Does this image show a Feynman diagram(s)?
143,PnJunction-LED-E.svg.png,Does this image show something other than a Feynman diagram(s)?
144,1920px-Phase-diag2.svg.png,What is the content of this image?
145,1920px-Phase-diag2.svg.png,Does this image show a Feynman diagram(s)?
146,1920px-Phase-diag2.svg.png,Does this image show something other than a Feynman diagram(s)?
147,Circuit_diagram_–_pictorial_and_schematic.png,What is the content of this image?
148,Circuit_diagram_–_pictorial_and_schematic.png,Does this image show a Feynman diagram(s)?
149,Circuit_diagram_–_pictorial_and_schematic.png,Does this image show something other than a Feynman diagram(s)?
150,deShyperboloid.jpg,What is the content of this image?
151,deShyperboloid.jpg,Does this image show a Feynman diagram(s)?
152,deShyperboloid.jpg,Does this image show something other than a Feynman diagram(s)?
153,wa70.jpg,What is the content of this image?
154,wa70.jpg,Does this image show a Feynman diagram(s)?
155,wa70.jpg,Does this image show something other than a Feynman diagram(s)?
156,main-window-1.jpg,What is the content of this image?
157,main-window-1.jpg,Does this image show a Feynman diagram(s)?
158,main-window-1.jpg,Does this image show something other than a Feynman diagram(s)?
159,2560px-4_bit_counter.svg.png,What is the content of this image?
160,2560px-4_bit_counter.svg.png,Does this image show a Feynman diagram(s)?
161,2560px-4_bit_counter.svg.png,Does this image show something other than a Feynman diagram(s)?
162,Penrose_det_T.svg.png,What is the content of this image?
163,Penrose_det_T.svg.png,Does this image show a Feynman diagram(s)?
164,Penrose_det_T.svg.png,Does this image show something other than a Feynman diagram(s)?
165,vaidya.jpg,What is the content of this image?
166,vaidya.jpg,Does this image show a Feynman diagram(s)?
167,vaidya.jpg,Does this image show something other than a Feynman diagram(s)?
168,TriangulationofPolygon.jpg,What is the content of this image?
169,TriangulationofPolygon.jpg,Does this image show a Feynman diagram(s)?
170,TriangulationofPolygon.jpg,Does this image show something other than a Feynman diagram(s)?
171,WH.jpg,What is the content of this image?
172,WH.jpg,Does this image show a Feynman diagram(s)?
173,WH.jpg,Does this image show something other than a Feynman diagram(s)?
174,PEPS.png,What is the content of this image?
175,PEPS.png,Does this image show a Feynman diagram(s)?
176,PEPS.png,Does this image show something other than a Feynman diagram(s)?
177,df2-npscale-gen-iiaa.jpg,What is the content of this image?
178,df2-npscale-gen-iiaa.jpg,Does this image show a Feynman diagram(s)?
179,df2-npscale-gen-iiaa.jpg,Does this image show something other than a Feynman diagram(s)?
180,Root_system_G2.svg.png,What is the content of this image?
181,Root_system_G2.svg.png,Does this image show a Feynman diagram(s)?
182,Root_system_G2.svg.png,Does this image show something other than a Feynman diagram(s)?
183,mass_scan_plot_V3_grid.jpg,What is the content of this image?
184,mass_scan_plot_V3_grid.jpg,Does this image show a Feynman diagram(s)?
185,mass_scan_plot_V3_grid.jpg,Does this image show something other than a Feynman diagram(s)?
186,su2_Fpi_F.jpg,What is the content of this image?
187,su2_Fpi_F.jpg,Does this image show a Feynman diagram(s)?
188,su2_Fpi_F.jpg,Does this image show something other than a Feynman diagram(s)?
189,spiral.jpg,What is the content of this image?
190,spiral.jpg,Does this image show a Feynman diagram(s)?
191,spiral.jpg,Does this image show something other than a Feynman diagram(s)?
192,Richard_Feynman_Nobel.jpg,What is the content of this image?
193,Richard_Feynman_Nobel.jpg,Does this image show a Feynman diagram(s)?
194,Richard_Feynman_Nobel.jpg,Does this image show something other than a Feynman diagram(s)?
195,spinchain1.jpg,What is the content of this image?
196,spinchain1.jpg,Does this image show a Feynman diagram(s)?
197,spinchain1.jpg,Does this image show something other than a Feynman diagram(s)?
198,1-7.png,What is the content of this image?
199,1-7.png,Does this image show a Feynman diagram(s)?
200,1-7.png,Does this image show something other than a Feynman diagram(s)?
201,SwingleRenormalizationTensorNetwork.jpg,What is the content of this image?
202,SwingleRenormalizationTensorNetwork.jpg,Does this image show a Feynman diagram(s)?
203,SwingleRenormalizationTensorNetwork.jpg,Does this image show something other than a Feynman diagram(s)?
204,UTFit.jpg,What is the content of this image?
205,UTFit.jpg,Does this image show a Feynman diagram(s)?
206,UTFit.jpg,Does this image show something other than a Feynman diagram(s)?
207,across-horizon-scattering-Fig2-v8.jpg,What is the content of this image?
208,across-horizon-scattering-Fig2-v8.jpg,Does this image show a Feynman diagram(s)?
209,across-horizon-scattering-Fig2-v8.jpg,Does this image show something other than a Feynman diagram(s)?
210,Finite_Dynkin_diagrams.svg.png,What is the content of this image?
211,Finite_Dynkin_diagrams.svg.png,Does this image show a Feynman diagram(s)?
212,Finite_Dynkin_diagrams.svg.png,Does this image show something other than a Feynman diagram(s)?
213,SPS1a.jpg,What is the content of this image?
214,SPS1a.jpg,Does this image show a Feynman diagram(s)?
215,SPS1a.jpg,Does this image show something other than a Feynman diagram(s)?
216,Affine_Dynkin_diagrams.png,What is the content of this image?
217,Affine_Dynkin_diagrams.png,Does this image show a Feynman diagram(s)?
218,Affine_Dynkin_diagrams.png,Does this image show something other than a Feynman diagram(s)?
219,Penrose_g_ab_g^bc-d^c_a-g^cb_g_ba.svg.png,What is the content of this image?
220,Penrose_g_ab_g^bc-d^c_a-g^cb_g_ba.svg.png,Does this image show a Feynman diagram(s)?
221,Penrose_g_ab_g^bc-d^c_a-g^cb_g_ba.svg.png,Does this image show something other than a Feynman diagram(s)?
222,Spinning_lattice.jpg,What is the content of this image?
223,Spinning_lattice.jpg,Does this image show a Feynman diagram(s)?
224,Spinning_lattice.jpg,Does this image show something other than a Feynman diagram(s)?
225,spectrum-flowchart.jpg,What is the content of this image?
226,spectrum-flowchart.jpg,Does this image show a Feynman diagram(s)?
227,spectrum-flowchart.jpg,Does this image show something other than a Feynman diagram(s)?
228,xpatches.jpg,What is the content of this image?
229,xpatches.jpg,Does this image show a Feynman diagram(s)?
230,xpatches.jpg,Does this image show something other than a Feynman diagram(s)?
231,Vector_components.JPG,What is the content of this image?
232,Vector_components.JPG,Does this image show a Feynman diagram(s)?
233,Vector_components.JPG,Does this image show something other than a Feynman diagram(s)?
234,Time-dilation-002-mod.svg.png,What is the content of this image?
235,Time-dilation-002-mod.svg.png,Does this image show a Feynman diagram(s)?
236,Time-dilation-002-mod.svg.png,Does this image show something other than a Feynman diagram(s)?
237,split.jpg,What is the content of this image?
238,split.jpg,Does this image show a Feynman diagram(s)?
239,split.jpg,Does this image show something other than a Feynman diagram(s)?
240,How-to-Read-Schematics-SIMPLE-CIRCUIT.png,What is the content of this image?
241,How-to-Read-Schematics-SIMPLE-CIRCUIT.png,Does this image show a Feynman diagram(s)?
242,How-to-Read-Schematics-SIMPLE-CIRCUIT.png,Does this image show something other than a Feynman diagram(s)?
243,DESY-13-106_3.jpg,What is the content of this image?
244,DESY-13-106_3.jpg,Does this image show a Feynman diagram(s)?
245,DESY-13-106_3.jpg,Does this image show something other than a Feynman diagram(s)?
246,System.jpg,What is the content of this image?
247,System.jpg,Does this image show a Feynman diagram(s)?
248,System.jpg,Does this image show something other than a Feynman diagram(s)?
249,MatrixProductStateFromMetricLieAlgebra.jpg,What is the content of this image?
250,MatrixProductStateFromMetricLieAlgebra.jpg,Does this image show a Feynman diagram(s)?
251,MatrixProductStateFromMetricLieAlgebra.jpg,Does this image show something other than a Feynman diagram(s)?
252,relativity_penrose_diagram-003.png,What is the content of this image?
253,relativity_penrose_diagram-003.png,Does this image show a Feynman diagram(s)?
254,relativity_penrose_diagram-003.png,Does this image show something other than a Feynman diagram(s)?
255,ZT4.jpg,What is the content of this image?
256,ZT4.jpg,Does this image show a Feynman diagram(s)?
257,ZT4.jpg,Does this image show something other than a Feynman diagram(s)?
258,main_proc.jpg,What is the content of this image?
259,main_proc.jpg,Does this image show a Feynman diagram(s)?
260,main_proc.jpg,Does this image show something other than a Feynman diagram(s)?
261,tau2mug.jpg,What is the content of this image?
262,tau2mug.jpg,Does this image show a Feynman diagram(s)?
263,tau2mug.jpg,Does this image show something other than a Feynman diagram(s)?
264,ZprimeFeynDiag.jpg,What is the content of this image?
265,ZprimeFeynDiag.jpg,Does this image show a Feynman diagram(s)?
266,ZprimeFeynDiag.jpg,Does this image show something other than a Feynman diagram(s)?
267,0_0_od.jpg,What is the content of this image?
268,0_0_od.jpg,Does this image show a Feynman diagram(s)?
269,0_0_od.jpg,Does this image show something other than a Feynman diagram(s)?
270,dias.jpg,What is the content of this image?
271,dias.jpg,Does this image show a Feynman diagram(s)?
272,dias.jpg,Does this image show something other than a Feynman diagram(s)?
273,SqProd.jpg,What is the content of this image?
274,SqProd.jpg,Does this image show a Feynman diagram(s)?
275,SqProd.jpg,Does this image show something other than a Feynman diagram(s)?
276,CPT_vertex_correction2.jpg,What is the content of this image?
277,CPT_vertex_correction2.jpg,Does this image show a Feynman diagram(s)?
278,CPT_vertex_correction2.jpg,Does this image show something other than a Feynman diagram(s)?
279,spin_connection1.jpg,What is the content of this image?
280,spin_connection1.jpg,Does this image show a Feynman diagram(s)?
281,spin_connection1.jpg,Does this image show something other than a Feynman diagram(s)?
282,treeleveldiagram.jpg,What is the content of this image?
283,treeleveldiagram.jpg,Does this image show a Feynman diagram(s)?
284,treeleveldiagram.jpg,Does this image show something other than a Feynman diagram(s)?
285,try1.jpg,What is the content of this image?
286,try1.jpg,Does this image show a Feynman diagram(s)?
287,try1.jpg,Does this image show something other than a Feynman diagram(s)?
288,actafig39.jpg,What is the content of this image?
289,actafig39.jpg,Does this image show a Feynman diagram(s)?
290,actafig39.jpg,Does this image show something other than a Feynman diagram(s)?
291,Untitledx.jpg,What is the content of this image?
292,Untitledx.jpg,Does this image show a Feynman diagram(s)?
293,Untitledx.jpg,Does this image show something other than a Feynman diagram(s)?
294,M2bis.jpg,What is the content of this image?
295,M2bis.jpg,Does this image show a Feynman diagram(s)?
296,M2bis.jpg,Does this image show something other than a Feynman diagram(s)?
297,dg.jpg,What is the content of this image?
298,dg.jpg,Does this image show a Feynman diagram(s)?
299,dg.jpg,Does this image show something other than a Feynman diagram(s)?
300,TikzTest.jpg,What is the content of this image?
301,TikzTest.jpg,Does this image show a Feynman diagram(s)?
302,TikzTest.jpg,Does this image show something other than a Feynman diagram(s)?
303,usedmomenta.jpg,What is the content of this image?
304,usedmomenta.jpg,Does this image show a Feynman diagram(s)?
305,usedmomenta.jpg,Does this image show something other than a Feynman diagram(s)?
306,D7.jpg,What is the content of this image?
307,D7.jpg,Does this image show a Feynman diagram(s)?
308,D7.jpg,Does this image show something other than a Feynman diagram(s)?
309,lv_2.jpg,What is the content of this image?
310,lv_2.jpg,Does this image show a Feynman diagram(s)?
311,lv_2.jpg,Does this image show something other than a Feynman diagram(s)?
312,wbf_tautau_diag.jpg,What is the content of this image?
313,wbf_tautau_diag.jpg,Does this image show a Feynman diagram(s)?
314,wbf_tautau_diag.jpg,Does this image show something other than a Feynman diagram(s)?
315,WH_lvbb_new.jpg,What is the content of this image?
316,WH_lvbb_new.jpg,Does this image show a Feynman diagram(s)?
317,WH_lvbb_new.jpg,Does this image show something other than a Feynman diagram(s)?
318,AFF.jpg,What is the content of this image?
319,AFF.jpg,Does this image show a Feynman diagram(s)?
320,AFF.jpg,Does this image show something other than a Feynman diagram(s)?
321,annihilationWW.jpg,What is the content of this image?
322,annihilationWW.jpg,Does this image show a Feynman diagram(s)?
323,annihilationWW.jpg,Does this image show something other than a Feynman diagram(s)?
324,wilsonloop.jpg,What is the content of this image?
325,wilsonloop.jpg,Does this image show a Feynman diagram(s)?
326,wilsonloop.jpg,Does this image show something other than a Feynman diagram(s)?
327,20161016-Fig1.jpg,What is the content of this image?
328,20161016-Fig1.jpg,Does this image show a Feynman diagram(s)?
329,20161016-Fig1.jpg,Does this image show something other than a Feynman diagram(s)?
330,Smuons.jpg,What is the content of this image?
331,Smuons.jpg,Does this image show a Feynman diagram(s)?
332,Smuons.jpg,Does this image show something other than a Feynman diagram(s)?
333,TOPQ-2015-01-fig_01.jpg,What is the content of this image?
334,TOPQ-2015-01-fig_01.jpg,Does this image show a Feynman diagram(s)?
335,TOPQ-2015-01-fig_01.jpg,Does this image show something other than a Feynman diagram(s)?
336,twoLoopPlanGen.jpg,What is the content of this image?
337,twoLoopPlanGen.jpg,Does this image show a Feynman diagram(s)?
338,twoLoopPlanGen.jpg,Does this image show something other than a Feynman diagram(s)?
339,massless3pointf2.jpg,What is the content of this image?
340,massless3pointf2.jpg,Does this image show a Feynman diagram(s)?
341,massless3pointf2.jpg,Does this image show something other than a Feynman diagram(s)?
342,doc2.jpg,What is the content of this image?
343,doc2.jpg,Does this image show a Feynman diagram(s)?
344,doc2.jpg,Does this image show something other than a Feynman diagram(s)?
345,annih.jpg,What is the content of this image?
346,annih.jpg,Does this image show a Feynman diagram(s)?
347,annih.jpg,Does this image show something other than a Feynman diagram(s)?
348,WH_redraw.jpg,What is the content of this image?
349,WH_redraw.jpg,Does this image show a Feynman diagram(s)?
350,WH_redraw.jpg,Does this image show something other than a Feynman diagram(s)?
351,theoretical.jpg,What is the content of this image?
352,theoretical.jpg,Does this image show a Feynman diagram(s)?
353,theoretical.jpg,Does this image show something other than a Feynman diagram(s)?
354,singletop_t-ch_2to3.jpg,What is the content of this image?
355,singletop_t-ch_2to3.jpg,Does this image show a Feynman diagram(s)?
356,singletop_t-ch_2to3.jpg,Does this image show something other than a Feynman diagram(s)?
357,WheelwCT.jpg,What is the content of this image?
358,WheelwCT.jpg,Does this image show a Feynman diagram(s)?
359,WheelwCT.jpg,Does this image show something other than a Feynman diagram(s)?
360,zu3.jpg,What is the content of this image?
361,zu3.jpg,Does this image show a Feynman diagram(s)?
362,zu3.jpg,Does this image show something other than a Feynman diagram(s)?
363,2-loop-Z3-based.jpg,What is the content of this image?
364,2-loop-Z3-based.jpg,Does this image show a Feynman diagram(s)?
365,2-loop-Z3-based.jpg,Does this image show something other than a Feynman diagram(s)?
366,Tblv.jpg,What is the content of this image?
367,Tblv.jpg,Does this image show a Feynman diagram(s)?
368,Tblv.jpg,Does this image show something other than a Feynman diagram(s)?
369,zy0_decayed.jpg,What is the content of this image?
370,zy0_decayed.jpg,Does this image show a Feynman diagram(s)?
371,zy0_decayed.jpg,Does this image show something other than a Feynman diagram(s)?
372,tmass1.jpg,What is the content of this image?
373,tmass1.jpg,Does this image show a Feynman diagram(s)?
374,tmass1.jpg,Does this image show something other than a Feynman diagram(s)?
375,lrsm_feynman.jpg,What is the content of this image?
376,lrsm_feynman.jpg,Does this image show a Feynman diagram(s)?
377,lrsm_feynman.jpg,Does this image show something other than a Feynman diagram(s)?
378,30027f010_v2.jpg,What is the content of this image?
379,30027f010_v2.jpg,Does this image show a Feynman diagram(s)?
380,30027f010_v2.jpg,Does this image show something other than a Feynman diagram(s)?
381,dilep_diag.jpg,What is the content of this image?
382,dilep_diag.jpg,Does this image show a Feynman diagram(s)?
383,dilep_diag.jpg,Does this image show something other than a Feynman diagram(s)?
384,m2.jpg,What is the content of this image?
385,m2.jpg,Does this image show a Feynman diagram(s)?
386,m2.jpg,Does this image show something other than a Feynman diagram(s)?
387,d10-181f2a.jpg,What is the content of this image?
388,d10-181f2a.jpg,Does this image show a Feynman diagram(s)?
389,d10-181f2a.jpg,Does this image show something other than a Feynman diagram(s)?
390,Z4l.jpg,What is the content of this image?
391,Z4l.jpg,Does this image show a Feynman diagram(s)?
392,Z4l.jpg,Does this image show something other than a Feynman diagram(s)?
393,main-figure36.jpg,What is the content of this image?
394,main-figure36.jpg,Does this image show a Feynman diagram(s)?
395,main-figure36.jpg,Does this image show something other than a Feynman diagram(s)?
396,Feynman_monoPh.jpg,What is the content of this image?
397,Feynman_monoPh.jpg,Does this image show a Feynman diagram(s)?
398,Feynman_monoPh.jpg,Does this image show something other than a Feynman diagram(s)?
399,theta13_lfv_a.jpg,What is the content of this image?
400,theta13_lfv_a.jpg,Does this image show a Feynman diagram(s)?
401,theta13_lfv_a.jpg,Does this image show something other than a Feynman diagram(s)?
402,WWfusion.jpg,What is the content of this image?
403,WWfusion.jpg,Does this image show a Feynman diagram(s)?
404,WWfusion.jpg,Does this image show something other than a Feynman diagram(s)?
405,0n2bRH.jpg,What is the content of this image?
406,0n2bRH.jpg,Does this image show a Feynman diagram(s)?
407,0n2bRH.jpg,Does this image show something other than a Feynman diagram(s)?
408,wpm.jpg,What is the content of this image?
409,wpm.jpg,Does this image show a Feynman diagram(s)?
410,wpm.jpg,Does this image show something other than a Feynman diagram(s)?
411,sl-sketch.jpg,What is the content of this image?
412,sl-sketch.jpg,Does this image show a Feynman diagram(s)?
413,sl-sketch.jpg,Does this image show something other than a Feynman diagram(s)?
414,Feynman_diagrams-figure1.jpg,What is the content of this image?
415,Feynman_diagrams-figure1.jpg,Does this image show a Feynman diagram(s)?
416,Feynman_diagrams-figure1.jpg,Does this image show something other than a Feynman diagram(s)?
417,sjmueller_fig2.jpg,What is the content of this image?
418,sjmueller_fig2.jpg,Does this image show a Feynman diagram(s)?
419,sjmueller_fig2.jpg,Does this image show something other than a Feynman diagram(s)?
420,Worldline_n.jpg,What is the content of this image?
421,Worldline_n.jpg,Does this image show a Feynman diagram(s)?
422,Worldline_n.jpg,Does this image show something other than a Feynman diagram(s)?
423,active-sterile.jpg,What is the content of this image?
424,active-sterile.jpg,Does this image show a Feynman diagram(s)?
425,active-sterile.jpg,Does this image show something other than a Feynman diagram(s)?
426,1-loop.jpg,What is the content of this image?
427,1-loop.jpg,Does this image show a Feynman diagram(s)?
428,1-loop.jpg,Does this image show something other than a Feynman diagram(s)?
429,1-loop-Z2-based.jpg,What is the content of this image?
430,1-loop-Z2-based.jpg,Does this image show a Feynman diagram(s)?
431,1-loop-Z2-based.jpg,Does this image show something other than a Feynman diagram(s)?
432,M36vertices.jpg,What is the content of this image?
433,M36vertices.jpg,Does this image show a Feynman diagram(s)?
434,M36vertices.jpg,Does this image show something other than a Feynman diagram(s)?
435,diff_ampli.jpg,What is the content of this image?
436,diff_ampli.jpg,Does this image show a Feynman diagram(s)?
437,diff_ampli.jpg,Does this image show something other than a Feynman diagram(s)?
438,virtualdiagram-crop.jpg,What is the content of this image?
439,virtualdiagram-crop.jpg,Does this image show a Feynman diagram(s)?
440,virtualdiagram-crop.jpg,Does this image show something other than a Feynman diagram(s)?
441,sterile.jpg,What is the content of this image?
442,sterile.jpg,Does this image show a Feynman diagram(s)?
443,sterile.jpg,Does this image show something other than a Feynman diagram(s)?
444,Feynman_diagram_hyperon.jpg,What is the content of this image?
445,Feynman_diagram_hyperon.jpg,Does this image show a Feynman diagram(s)?
